Voucher_No,Date,Account_Head,Party_Name,Debit_Amount,Credit_Amount,Narration,Cost_Center,Created_By
DRY/24-25/300612,2024-09-10 16:10:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,117.55,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Bhiwandi,store_exec_blr
DRY/24-25/YE-500859,2025-03-09 18:39:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,165617.9,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/LOG-401545,2024-06-09 13:08:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,33454.31,0.0,Inter-branch garment transit claim ref VAN-EXP-171,Branch 03 - Bandra West (Mumbai),central_accts_ananya
DRY/24-25/316861,2025-01-27 13:57:00,Steam Boiler Diesel & LPG,State Electricity Board,2530.33,0.0,Routine voucher booking for steam boiler diesel & lpg,Central Processing Hub - Bhiwandi,central_accts_ananya
DRY/24-25/309803,2024-09-27 12:33:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,148.07,Routine voucher booking for store front collections (dry clean),Branch 05 - Indiranagar (Bangalore),store_exec_delhi
DRY/24-25/306233,2024-12-11 16:29:00,Steam Boiler Diesel & LPG,Blue Dart & Local Bike Logistics,432.34,0.0,Routine voucher booking for steam boiler diesel & lpg,Branch 05 - Indiranagar (Bangalore),store_exec_delhi
DRY/24-25/LOG-400120,2024-08-23 12:57:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,22478.66,0.0,Inter-branch garment transit claim ref VAN-EXP-929,Branch 01 - Connaught Place (Delhi),central_accts_ananya
DRY/24-25/321024,2025-03-25 13:30:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,8630.45,Routine voucher booking for commercial hotel laundry b2b,Branch 05 - Indiranagar (Bangalore),cfo_kapoor
DRY/24-25/306509,2024-04-20 11:02:00,Electricity & Water Tanker Costs,Local Water Tanker Suppliers,279.97,0.0,Routine voucher booking for electricity & water tanker costs,Branch 01 - Connaught Place (Delhi),store_exec_mumbai
DRY/24-25/308969,2024-10-06 17:43:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,318.97,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Noida,central_accts_ananya
DRY/24-25/LOG-401584,2024-07-01 16:51:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,30337.11,0.0,Inter-branch garment transit claim ref VAN-EXP-165,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/321146,2025-03-24 20:10:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,818.56,Routine voucher booking for commercial hotel laundry b2b,Branch 01 - Connaught Place (Delhi),cfo_kapoor
DRY/24-25/312626,2024-08-11 10:53:00,Dry Cleaning Solvents & Perc,Commercial Property Landlord Pool,1947.52,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/306412,2024-08-15 13:34:00,Dry Cleaning Solvents & Perc,Diversey Hygiene Supplies,2031.65,0.0,Routine voucher booking for dry cleaning solvents & perc,Central Processing Hub - Noida,store_exec_blr
DRY/24-25/LOG-400511,2024-11-22 12:32:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,29822.11,0.0,Inter-branch garment transit claim ref VAN-EXP-486,Branch 06 - Koramangala (Bangalore),central_accts_ananya
DRY/24-25/305784,2024-11-13 11:45:00,Eco-friendly Detergents & Softeners,State Electricity Board,828.99,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 01 - Connaught Place (Delhi),store_exec_blr
DRY/24-25/308801,2024-10-18 17:58:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,1658.95,Routine voucher booking for store front collections (dry clean),Branch 03 - Bandra West (Mumbai),central_accts_ananya
DRY/24-25/YE-500885,2025-03-15 22:19:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,154891.48,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/LOG-402158,2024-11-11 15:43:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,23037.77,0.0,Inter-branch garment transit claim ref VAN-EXP-845,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/300762,2024-11-30 18:22:00,Branch Shop Rental,CleanCare Packaging Ltd,244.1,0.0,Routine voucher booking for branch shop rental,Central Processing Hub - Noida,store_exec_blr
DRY/24-25/302742,2024-07-19 15:43:00,Hydro-Extractor Machinery Lease,Local Water Tanker Suppliers,262.36,0.0,Routine voucher booking for hydro-extractor machinery lease,Branch 02 - South Extension (Delhi),store_exec_mumbai
DRY/24-25/305332,2024-09-07 15:26:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,696.41,Routine voucher booking for premium garment care revenue,Branch 04 - Powai Galleria (Mumbai),central_accts_ananya
DRY/24-25/311845,2024-04-02 14:36:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,604.98,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/321381,2025-03-17 10:05:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,80.0,Routine voucher booking for premium garment care revenue,Central Processing Hub - Bhiwandi,store_exec_blr
DRY/24-25/LOG-400675,2024-04-09 11:51:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,34753.13,0.0,Inter-branch garment transit claim ref VAN-EXP-968,Branch 04 - Powai Galleria (Mumbai),central_accts_ananya
DRY/24-25/301213,2025-01-05 09:54:00,Dry Cleaning Solvents & Perc,Blue Dart & Local Bike Logistics,730.88,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 05 - Indiranagar (Bangalore),store_exec_mumbai
DRY/24-25/306431,2024-05-04 10:02:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,3429.09,Routine voucher booking for commercial hotel laundry b2b,Branch 01 - Connaught Place (Delhi),store_exec_blr
DRY/24-25/321509,2024-07-22 10:22:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,560.14,Routine voucher booking for commercial hotel laundry b2b,Central Processing Hub - Noida,central_accts_ananya
DRY/24-25/312894,2024-09-22 20:07:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,546.05,Routine voucher booking for store front collections (dry clean),Branch 02 - South Extension (Delhi),store_exec_mumbai
DRY/24-25/313540,2025-03-19 13:21:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,1325.45,Routine voucher booking for premium garment care revenue,Branch 06 - Koramangala (Bangalore),store_exec_blr
DRY/24-25/314778,2025-02-10 11:33:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,2238.57,Routine voucher booking for premium garment care revenue,Branch 05 - Indiranagar (Bangalore),store_exec_delhi
DRY/24-25/311107,2024-12-25 15:54:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,3192.81,Routine voucher booking for premium garment care revenue,Branch 05 - Indiranagar (Bangalore),store_exec_delhi
DRY/24-25/315901,2024-08-02 08:22:00,Branch Shop Rental,Taj & Marriott B2B Hotel Pool,634.37,0.0,Routine voucher booking for branch shop rental,Branch 01 - Connaught Place (Delhi),store_exec_mumbai
DRY/24-25/302612,2024-09-11 13:40:00,Dry Cleaning Solvents & Perc,Diversey Hygiene Supplies,342.92,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 02 - South Extension (Delhi),cfo_kapoor
DRY/24-25/302202,2024-11-13 20:40:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,11130.71,Routine voucher booking for store front collections (dry clean),Branch 07 - Jubilee Hills (Hyderabad),cfo_kapoor
DRY/24-25/320197,2024-05-29 13:43:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,3429.4,Routine voucher booking for premium garment care revenue,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/313940,2024-09-11 14:13:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,122.63,Routine voucher booking for premium garment care revenue,Branch 02 - South Extension (Delhi),store_exec_blr
DRY/24-25/317414,2025-01-28 18:22:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,1064.07,Routine voucher booking for premium garment care revenue,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/309355,2025-02-26 16:08:00,Staff Salaries & Pressing Wages,Commercial Property Landlord Pool,886.97,0.0,Routine voucher booking for staff salaries & pressing wages,Central Processing Hub - Bhiwandi,store_exec_mumbai
DRY/24-25/306795,2024-12-10 10:35:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,747.01,Routine voucher booking for store front collections (dry clean),Branch 03 - Bandra West (Mumbai),store_exec_delhi
DRY/24-25/307398,2024-04-22 18:28:00,Dry Cleaning Solvents & Perc,State Electricity Board,4722.07,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 01 - Connaught Place (Delhi),store_exec_mumbai
DRY/24-25/306942,2025-02-03 08:35:00,Electricity & Water Tanker Costs,CleanCare Packaging Ltd,1691.17,0.0,Routine voucher booking for electricity & water tanker costs,Branch 05 - Indiranagar (Bangalore),store_exec_delhi
DRY/24-25/309820,2024-08-06 11:29:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,575.17,Routine voucher booking for store front collections (dry clean),Branch 01 - Connaught Place (Delhi),cfo_kapoor
DRY/24-25/LOG-400821,2024-09-29 15:43:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,15411.01,0.0,Inter-branch garment transit claim ref VAN-EXP-918,Branch 04 - Powai Galleria (Mumbai),central_accts_ananya
DRY/24-25/301355,2024-10-08 08:05:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,628.99,Routine voucher booking for premium garment care revenue,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/318300,2024-07-30 09:54:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,728.09,Routine voucher booking for store front collections (dry clean),Branch 03 - Bandra West (Mumbai),central_accts_ananya
DRY/24-25/305870,2025-03-17 19:56:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,37280.94,Routine voucher booking for store front collections (dry clean),Branch 06 - Koramangala (Bangalore),cfo_kapoor
DRY/24-25/318213,2024-08-17 19:18:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,578.2,Routine voucher booking for store front collections (dry clean),Branch 03 - Bandra West (Mumbai),central_accts_ananya
DRY/24-25/307706,2025-03-23 09:32:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,278.16,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Noida,store_exec_mumbai
DRY/24-25/320973,2024-05-04 20:09:00,Branch Shop Rental,Blue Dart & Local Bike Logistics,246.58,0.0,Routine voucher booking for branch shop rental,Central Processing Hub - Noida,central_accts_ananya
DRY/24-25/313186,2024-07-23 10:35:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,761.98,Routine voucher booking for commercial hotel laundry b2b,Branch 03 - Bandra West (Mumbai),store_exec_delhi
DRY/24-25/318990,2024-09-13 15:43:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,703.54,Routine voucher booking for store front collections (dry clean),Branch 06 - Koramangala (Bangalore),cfo_kapoor
DRY/24-25/308978,2024-12-21 08:52:00,Dry Cleaning Solvents & Perc,CleanCare Packaging Ltd,967.98,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 07 - Jubilee Hills (Hyderabad),central_accts_ananya
DRY/24-25/316701,2024-11-11 14:39:00,Steam Boiler Diesel & LPG,Blue Dart & Local Bike Logistics,2672.09,0.0,Routine voucher booking for steam boiler diesel & lpg,Branch 03 - Bandra West (Mumbai),store_exec_delhi
DRY/24-25/315980,2024-12-07 20:36:00,Hanger & Poly-Packaging Purchase,Seitz Specialty Chemicals India,461.57,0.0,Routine voucher booking for hanger & poly-packaging purchase,Branch 01 - Connaught Place (Delhi),store_exec_delhi
DRY/24-25/306135,2024-04-22 12:47:00,Eco-friendly Detergents & Softeners,Seitz Specialty Chemicals India,110.85,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 06 - Koramangala (Bangalore),cfo_kapoor
DRY/24-25/LOG-401813,2024-06-04 18:21:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,30731.76,0.0,Inter-branch garment transit claim ref VAN-EXP-956,Branch 03 - Bandra West (Mumbai),central_accts_ananya
DRY/24-25/310266,2025-02-08 17:46:00,Branch Shop Rental,Seitz Specialty Chemicals India,192.16,0.0,Routine voucher booking for branch shop rental,Central Processing Hub - Noida,store_exec_delhi
DRY/24-25/311372,2024-09-05 19:30:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,544.2,Routine voucher booking for store front collections (dry clean),Branch 04 - Powai Galleria (Mumbai),cfo_kapoor
DRY/24-25/312250,2024-04-13 08:59:00,Steam Boiler Diesel & LPG,Seitz Specialty Chemicals India,669.86,0.0,Routine voucher booking for steam boiler diesel & lpg,Branch 03 - Bandra West (Mumbai),store_exec_delhi
DRY/24-25/319049,2024-05-16 17:13:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,913.79,Routine voucher booking for premium garment care revenue,Branch 02 - South Extension (Delhi),store_exec_mumbai
DRY/24-25/322068,2025-01-18 20:06:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,7574.19,Routine voucher booking for store front collections (dry clean),Branch 02 - South Extension (Delhi),store_exec_mumbai
DRY/24-25/306021,2024-06-25 14:06:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,80.0,Routine voucher booking for store front collections (dry clean),Branch 02 - South Extension (Delhi),cfo_kapoor
DRY/24-25/YE-501150,2025-03-20 22:33:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,130232.22,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/303398,2024-04-10 16:00:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,2114.27,Routine voucher booking for store front collections (dry clean),Branch 07 - Jubilee Hills (Hyderabad),cfo_kapoor
DRY/24-25/318893,2024-09-02 14:11:00,Electricity & Water Tanker Costs,Local Water Tanker Suppliers,1293.48,0.0,Routine voucher booking for electricity & water tanker costs,Branch 02 - South Extension (Delhi),store_exec_delhi
DRY/24-25/300777,2024-06-22 15:00:00,Hydro-Extractor Machinery Lease,Buchi Laundry Equipment Lease,994.6,0.0,Routine voucher booking for hydro-extractor machinery lease,Branch 07 - Jubilee Hills (Hyderabad),cfo_kapoor
DRY/24-25/315767,2024-12-11 19:04:00,Steam Boiler Diesel & LPG,Local Water Tanker Suppliers,6352.34,0.0,Routine voucher booking for steam boiler diesel & lpg,Central Processing Hub - Noida,store_exec_blr
DRY/24-25/310555,2024-05-06 15:59:00,Electricity & Water Tanker Costs,Commercial Property Landlord Pool,2063.67,0.0,Routine voucher booking for electricity & water tanker costs,Branch 06 - Koramangala (Bangalore),store_exec_blr
DRY/24-25/300982,2024-05-10 16:21:00,Dry Cleaning Solvents & Perc,Commercial Property Landlord Pool,5020.41,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 02 - South Extension (Delhi),store_exec_blr
DRY/24-25/305809,2024-11-30 14:59:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,259.45,Routine voucher booking for commercial hotel laundry b2b,Branch 02 - South Extension (Delhi),store_exec_mumbai
DRY/24-25/LOG-401064,2024-05-27 18:45:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,19396.89,0.0,Inter-branch garment transit claim ref VAN-EXP-686,Branch 04 - Powai Galleria (Mumbai),central_accts_ananya
DRY/24-25/305513,2024-11-20 16:09:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,94.14,Routine voucher booking for store front collections (dry clean),Branch 07 - Jubilee Hills (Hyderabad),cfo_kapoor
DRY/24-25/309563,2024-09-06 18:50:00,Hydro-Extractor Machinery Lease,Seitz Specialty Chemicals India,1925.92,0.0,Routine voucher booking for hydro-extractor machinery lease,Branch 04 - Powai Galleria (Mumbai),cfo_kapoor
DRY/24-25/321288,2024-12-06 11:19:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,682.89,Routine voucher booking for store front collections (dry clean),Branch 02 - South Extension (Delhi),central_accts_ananya
DRY/24-25/308725,2024-11-11 15:47:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,278.87,Routine voucher booking for commercial hotel laundry b2b,Branch 01 - Connaught Place (Delhi),store_exec_delhi
DRY/24-25/305954,2024-12-17 20:29:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,12506.44,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Noida,store_exec_mumbai
DRY/24-25/311795,2024-07-01 20:14:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,4648.64,Routine voucher booking for premium garment care revenue,Central Processing Hub - Noida,store_exec_mumbai
DRY/24-25/302477,2024-06-30 10:21:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,108.75,Routine voucher booking for store front collections (dry clean),Branch 03 - Bandra West (Mumbai),cfo_kapoor
